x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,label
0,0,-0.042476535,-0.025630116,-0.082823813,-0.085464656,-0.114105701,-0.134525836,-0.136121333,-0.162302673,-0.058674157,-0.156659722,-0.057368875,-0.209940195,-0.048875332,-0.149842441,-0.049767077,-0.122324407,-0.029997528,-0.16290009,-0.029478908,-0.207745016,-0.024208724,-0.139827311,-0.029310942,-0.128220499,-0.002934575,-0.163421094,-0.0017187,-0.209382057,0.000891387,-0.147880614,-0.003489017,-0.131605446,0.022514939,-0.157956183,0.023356497,-0.200847626,0.021728158,-0.155804574,0.017675757,-0.135026693,A
0,0,-0.040563107,-0.029091775,-0.079143941,-0.089595377,-0.108674169,-0.138401508,-0.13076371,-0.16644001,-0.055935442,-0.157566845,-0.049078763,-0.208114386,-0.041366458,-0.151657641,-0.044460714,-0.123053432,-0.027213037,-0.163012862,-0.021330714,-0.206354082,-0.017735958,-0.140323639,-0.026455939,-0.124660909,-0.000795841,-0.162504971,0.005456328,-0.20413053,0.006145298,-0.144386709,-0.003192663,-0.127232015,0.023976922,-0.155768216,0.02976644,-0.195999026,0.027847111,-0.151621819,0.019605517,-0.130811274,A
0,0,-0.042228341,-0.028538942,-0.082535923,-0.082571268,-0.116360426,-0.125701904,-0.14335382,-0.143312275,-0.054521024,-0.146150589,-0.047889769,-0.199075997,-0.042872727,-0.140123248,-0.046818912,-0.11722064,-0.024003863,-0.149126828,-0.02012074,-0.195418417,-0.018474221,-0.129063845,-0.025343478,-0.119010806,0.003488064,-0.148147047,0.006918669,-0.195691884,0.006253839,-0.134709537,0.000505567,-0.11749959,0.028060675,-0.142302275,0.029941022,-0.185749769,0.026634991,-0.142408073,0.022218406,-0.1208269,A
0,0,-0.04256916,-0.028162837,-0.085086226,-0.088873386,-0.119924784,-0.133993089,-0.147707462,-0.150834918,-0.060343564,-0.15621388,-0.054491162,-0.207467377,-0.048382878,-0.146371484,-0.052626133,-0.125060916,-0.03019166,-0.160354733,-0.025654793,-0.201292634,-0.022775292,-0.132947981,-0.031185329,-0.129022717,-0.002236247,-0.159102499,0.002036393,-0.198127091,0.002229512,-0.1352911,-0.005383015,-0.125562727,0.023651719,-0.153459728,0.026407063,-0.191479385,0.024260461,-0.145319879,0.018923819,-0.12743026,A
0,0,-0.042011261,-0.02991581,-0.083027959,-0.086807489,-0.115992606,-0.127976716,-0.142531395,-0.144114554,-0.059647083,-0.154507279,-0.051631272,-0.209527254,-0.045220554,-0.149827242,-0.049541891,-0.124811709,-0.029268146,-0.160091221,-0.024382532,-0.205694109,-0.021559536,-0.138823628,-0.029600084,-0.128104627,-0.001334906,-0.159279704,0.002484083,-0.205451369,0.003130257,-0.143366158,-0.003234029,-0.124871194,0.023859978,-0.152264595,0.025715053,-0.192551017,0.022529185,-0.148837209,0.016773701,-0.127242267,A
0,0,-0.041866541,-0.02842176,-0.081498206,-0.085209191,-0.113392413,-0.128558248,-0.140291214,-0.146836489,-0.058113039,-0.157993585,-0.044732749,-0.210981965,-0.040937304,-0.150890738,-0.044942498,-0.121768892,-0.026479244,-0.15871942,-0.018049955,-0.205425084,-0.018428147,-0.136087388,-0.025207937,-0.117823601,0.001726329,-0.155180037,0.008584261,-0.201525807,0.006004214,-0.135276973,-0.000235498,-0.111319244,0.027504027,-0.146106184,0.031680107,-0.187874764,0.027746916,-0.141170442,0.022438824,-0.117599279,A
0,0,-0.044462919,-0.030581892,-0.087598681,-0.089885622,-0.121035218,-0.13970542,-0.148329854,-0.160090715,-0.061566949,-0.174380213,-0.054783285,-0.228364676,-0.050409913,-0.160518944,-0.053509176,-0.132718146,-0.029406428,-0.177519023,-0.026386499,-0.226457745,-0.026468575,-0.148195684,-0.032880068,-0.134180039,-0.000267386,-0.175434589,0.002774715,-0.22696656,0.000336409,-0.15340358,-0.00455296,-0.13191855,0.026732385,-0.167902231,0.029077351,-0.211637259,0.023726583,-0.159089386,0.018498182,-0.136218995,A
0,0,-0.04483825,-0.028786361,-0.084844708,-0.090946108,-0.115467072,-0.137848198,-0.142600536,-0.156431198,-0.050114393,-0.166399419,-0.053399026,-0.222748816,-0.047997653,-0.159218013,-0.04580611,-0.128128052,-0.020997107,-0.170622438,-0.025898337,-0.221171886,-0.024307191,-0.145974994,-0.024468482,-0.127629757,0.007548749,-0.168260962,0.004113793,-0.224216789,0.002209544,-0.152109683,0.001499057,-0.128090769,0.035319507,-0.159005582,0.03241235,-0.2063016,0.026392043,-0.15612936,0.024245679,-0.132479995,A
0,0,-0.044915438,-0.028752744,-0.082208216,-0.091484129,-0.109557807,-0.134890974,-0.13317126,-0.155386865,-0.045859814,-0.165162921,-0.052325606,-0.221438229,-0.047378063,-0.160170913,-0.043917894,-0.13287586,-0.018507361,-0.166821599,-0.025805056,-0.21483469,-0.023489654,-0.144730926,-0.021373749,-0.131629169,0.008680344,-0.163423002,0.002341449,-0.212513238,0.001979589,-0.145655036,0.003737152,-0.131369114,0.035856009,-0.154234231,0.030522346,-0.197640002,0.025927722,-0.151102483,0.026672125,-0.133977771,A
0,0,-0.042435825,-0.030632019,-0.080765486,-0.095051289,-0.108172953,-0.141705096,-0.131185234,-0.162110209,-0.04889977,-0.160089135,-0.050584912,-0.211607635,-0.045370758,-0.154846072,-0.044896185,-0.128219008,-0.021058798,-0.1625337,-0.023979247,-0.207034767,-0.021073639,-0.140760422,-0.022555768,-0.127664387,0.006048918,-0.157927394,0.004442811,-0.202089071,0.004799545,-0.141246915,0.003011703,-0.12727946,0.031484783,-0.147296131,0.030744553,-0.186454952,0.026983917,-0.141486406,0.024667323,-0.124427438,A
0,0,-0.042602062,-0.022982478,-0.086538553,-0.078670919,-0.121438086,-0.117793083,-0.146810949,-0.133340299,-0.060866058,-0.145668149,-0.059329271,-0.196652532,-0.052305579,-0.137895823,-0.053332567,-0.117554605,-0.031785786,-0.150894582,-0.030316889,-0.192563951,-0.027147949,-0.126566648,-0.03241241,-0.12084955,-0.005093455,-0.150904179,-0.003998458,-0.190047383,-0.002966821,-0.12862283,-0.007147133,-0.116658151,0.020189583,-0.147019625,0.019438148,-0.18542552,0.017713785,-0.140501142,0.01504308,-0.121596158,A
0,0,-0.042234719,-0.026217103,-0.081976533,-0.081750453,-0.113444209,-0.122865438,-0.137498379,-0.140949488,-0.053365171,-0.145467758,-0.049990654,-0.192170978,-0.044233561,-0.137316823,-0.045389891,-0.113606572,-0.024449527,-0.146106243,-0.022064686,-0.188154221,-0.01944983,-0.125032604,-0.023817062,-0.112617314,0.00238055,-0.143019795,0.004886687,-0.182385743,0.004962981,-0.124529541,0.000611365,-0.109972239,0.026906431,-0.13508594,0.028812587,-0.174657702,0.025957465,-0.131491065,0.021942973,-0.112396836,A
0,0,-0.04203862,-0.029036582,-0.081440032,-0.095960379,-0.109712064,-0.142622948,-0.133743584,-0.161323965,-0.047079921,-0.156427681,-0.049948454,-0.199190021,-0.045623958,-0.14061594,-0.042987227,-0.125067294,-0.018974662,-0.156285226,-0.022521615,-0.192109346,-0.022064626,-0.127289951,-0.020056069,-0.125937283,0.007360995,-0.14854008,0.005099535,-0.18131429,0.002459109,-0.122434199,0.003682911,-0.120812356,0.032262087,-0.137287498,0.030047596,-0.164399564,0.024645746,-0.120774984,0.024942636,-0.112193167,A
0,0,-0.042331576,-0.026872694,-0.085069239,-0.082733154,-0.119125903,-0.1220842,-0.144981623,-0.136116564,-0.058937013,-0.148287594,-0.055077016,-0.203710377,-0.050203502,-0.145289183,-0.051990747,-0.120223045,-0.029962003,-0.152803719,-0.027750015,-0.198502481,-0.02585578,-0.13199836,-0.030797124,-0.120589614,-0.003154874,-0.152469158,-0.00130862,-0.195226848,-0.001615763,-0.134023666,-0.005905747,-0.116936684,0.022145092,-0.147992253,0.021557212,-0.189175248,0.018582165,-0.145432949,0.015455306,-0.123907506,A
0,0,-0.041829884,-0.022546828,-0.082291186,-0.073568821,-0.114242613,-0.110639393,-0.139673948,-0.123222828,-0.054179907,-0.140543282,-0.05556798,-0.194801629,-0.048667789,-0.136171341,-0.048545957,-0.109823942,-0.025509953,-0.144741297,-0.028332949,-0.19283241,-0.024336338,-0.125093102,-0.027360976,-0.111837208,0.00144428,-0.144736469,-0.00055939,-0.193227589,0.000772953,-0.130173802,-0.00150454,-0.113264382,0.02656728,-0.140304744,0.024311721,-0.180990517,0.021655321,-0.135607719,0.019422829,-0.116391778,A
0,0,-0.04219532,-0.020762563,-0.082969069,-0.072844923,-0.114561021,-0.11059171,-0.140058935,-0.124252498,-0.059695601,-0.142942309,-0.058790803,-0.19729951,-0.051507771,-0.136707246,-0.052532375,-0.112057865,-0.030788839,-0.148516655,-0.030714691,-0.195547581,-0.02710712,-0.125709474,-0.032094717,-0.114654422,-0.004308999,-0.150021434,-0.004169822,-0.195595801,-0.003320575,-0.130454481,-0.007313251,-0.114815354,0.020357311,-0.147308528,0.020519316,-0.186699629,0.017931044,-0.141177118,0.014540017,-0.12230736,A
0,0,-0.040011823,-0.02591306,-0.079813123,-0.078964889,-0.112546265,-0.11846441,-0.137687564,-0.135497451,-0.052604556,-0.146014214,-0.048805058,-0.193878561,-0.045223534,-0.135513008,-0.046496391,-0.112734377,-0.023453295,-0.147572815,-0.021075666,-0.191759825,-0.021295071,-0.123575389,-0.025673151,-0.112579465,0.002853513,-0.145344019,0.005055487,-0.187407374,0.002250969,-0.123372078,-0.002119184,-0.107777774,0.027270854,-0.138616621,0.02846247,-0.176239967,0.023751557,-0.130049109,0.019700706,-0.110513508,A
0,0,-0.04154551,-0.032674313,-0.082495809,-0.102004945,-0.11432761,-0.150753617,-0.140731812,-0.16861254,-0.052677453,-0.166226149,-0.049874246,-0.219325602,-0.044713914,-0.152513802,-0.047886252,-0.137132466,-0.022230029,-0.165810168,-0.021105468,-0.208672404,-0.020100296,-0.135921121,-0.025641918,-0.138678908,0.006338835,-0.161370754,0.007062674,-0.205393791,0.005716503,-0.13873291,0.002186537,-0.134870827,0.032507896,-0.154660761,0.0328601,-0.193029225,0.028654099,-0.144321024,0.026048183,-0.130298853,A
0,0,-0.044940829,-0.03026861,-0.082168102,-0.099329174,-0.109618843,-0.146746695,-0.135627151,-0.161616862,-0.045386136,-0.163097739,-0.050496578,-0.214268863,-0.044916689,-0.150715053,-0.04280591,-0.132011533,-0.017576933,-0.163383722,-0.023908615,-0.204052925,-0.022288501,-0.134087622,-0.021993279,-0.13185513,0.009745955,-0.158978045,0.004317224,-0.203051567,0.003106177,-0.136247754,0.004117668,-0.130442858,0.036216378,-0.15060544,0.03196919,-0.189976513,0.027410805,-0.141992092,0.028776348,-0.128671467,A
0,0,-0.041967809,-0.034659684,-0.07776624,-0.103542387,-0.106858015,-0.151070058,-0.134279549,-0.168800294,-0.040351689,-0.166488349,-0.045131147,-0.213468671,-0.039978981,-0.149867833,-0.038639545,-0.135741651,-0.013760924,-0.166072547,-0.020381391,-0.206158459,-0.018423736,-0.137307703,-0.017850697,-0.137930393,0.012649715,-0.161290526,0.00714004,-0.205465555,0.006342709,-0.141760409,0.00785017,-0.139304101,0.037676513,-0.153518379,0.034935772,-0.193549454,0.030327857,-0.148794055,0.031680346,-0.13785851,A
0,0,-0.041491807,-0.028330922,-0.081140339,-0.088847578,-0.112595081,-0.134020507,-0.138195515,-0.152742922,-0.050268471,-0.150815487,-0.047876894,-0.19241643,-0.044133067,-0.134170473,-0.04546231,-0.121845365,-0.021289468,-0.153451622,-0.019783676,-0.191143394,-0.01994586,-0.123798728,-0.023114502,-0.125342667,0.005295813,-0.150042713,0.007975101,-0.184142947,0.004680932,-0.122922599,0.001317739,-0.120038033,0.029777825,-0.142384529,0.032399058,-0.175731182,0.026703,-0.130486727,0.022827625,-0.11685133,A
0,0,-0.040773511,-0.025972068,-0.081236601,-0.08289665,-0.112892449,-0.123405278,-0.139518917,-0.140231073,-0.053841293,-0.153386414,-0.053371012,-0.198336035,-0.046905816,-0.135330796,-0.04804939,-0.121664107,-0.023855329,-0.155892313,-0.025007606,-0.195396006,-0.023032308,-0.124033153,-0.026634276,-0.125733256,0.003760397,-0.154153883,0.00320971,-0.194714636,0.001963139,-0.128697425,-0.000309825,-0.125667453,0.028711319,-0.150095284,0.029590726,-0.185668826,0.024973452,-0.137734562,0.022337794,-0.124596953,A
0,0,-0.042745829,-0.028080285,-0.081712365,-0.090040863,-0.111089349,-0.136760861,-0.137563407,-0.1551283,-0.05233711,-0.160454959,-0.047356009,-0.210902601,-0.043595254,-0.146706313,-0.047026396,-0.126491219,-0.021932304,-0.160565943,-0.02070719,-0.205568492,-0.02007556,-0.133024484,-0.02544558,-0.128627032,0.006073117,-0.157933354,0.006805539,-0.203559071,0.005214691,-0.135082394,0.000999689,-0.1242176,0.031950831,-0.152148455,0.033183694,-0.192938626,0.029026926,-0.143839598,0.025368154,-0.126126766,A
0,0,-0.044421315,-0.022458553,-0.082371712,-0.08628881,-0.107704759,-0.132605553,-0.130711555,-0.150837839,-0.049146116,-0.145732999,-0.052645564,-0.197755396,-0.047281444,-0.136945128,-0.046133816,-0.119210243,-0.021137655,-0.146343529,-0.025709391,-0.190533876,-0.023839474,-0.122014523,-0.024471462,-0.11707449,0.005714417,-0.144317627,0.001933098,-0.188579977,0.001707613,-0.123378813,0.001888394,-0.116052806,0.031624317,-0.139346719,0.029233754,-0.17683661,0.026047826,-0.130280912,0.026486933,-0.117034733,A
0,0,-0.052261531,-0.035172641,-0.101481795,-0.106209576,-0.138858676,-0.154411376,-0.170276523,-0.172747254,-0.064913452,-0.19048214,-0.05998224,-0.245193839,-0.055648685,-0.167805672,-0.058847606,-0.151536763,-0.027362108,-0.19024533,-0.025104165,-0.237783164,-0.027119875,-0.149844766,-0.033083081,-0.155418992,0.0071491,-0.185937524,0.010094047,-0.233077466,0.004191935,-0.15257591,-0.000691354,-0.15190202,0.038828194,-0.178779066,0.041947424,-0.222240388,0.034055591,-0.163817823,0.029796541,-0.14887327,A
0,0,-0.043457985,-0.033193529,-0.084815681,-0.094990909,-0.116164804,-0.13449049,-0.142596245,-0.15230155,-0.049585462,-0.16183871,-0.053099811,-0.204343975,-0.048434973,-0.143372297,-0.046173871,-0.131523967,-0.019609988,-0.16231364,-0.024926782,-0.198759735,-0.02451843,-0.131228387,-0.023083866,-0.134032071,0.008356392,-0.156500995,0.003730178,-0.191581279,0.001392245,-0.129702449,0.004520476,-0.130845308,0.033851147,-0.147772074,0.029488921,-0.176620334,0.023563385,-0.131594539,0.025585234,-0.123123586,A
0,0,-0.040512979,-0.020858705,-0.081523061,-0.073776603,-0.112993956,-0.109761536,-0.137016594,-0.118195295,-0.054280758,-0.134318709,-0.055994034,-0.179284215,-0.049115419,-0.122595668,-0.048243403,-0.105036318,-0.027393103,-0.138328731,-0.029792786,-0.176473856,-0.026450217,-0.112865627,-0.02808702,-0.110046387,-0.002209246,-0.137397349,-0.003316104,-0.17412591,-0.00304836,-0.116568446,-0.004328847,-0.110112667,0.021373212,-0.132995844,0.021200061,-0.168412387,0.018217266,-0.126649141,0.016666055,-0.11184752,A
0,0,-0.042084992,-0.028184593,-0.083425939,-0.090295374,-0.114905238,-0.135606408,-0.139873505,-0.154798269,-0.055238426,-0.155255139,-0.051772177,-0.202241421,-0.047421157,-0.140019894,-0.05007118,-0.122242987,-0.025818825,-0.156228483,-0.022402346,-0.193858027,-0.02254355,-0.125192046,-0.028823376,-0.124457121,0.00139457,-0.152160466,0.00522846,-0.188196242,0.002622604,-0.126602352,-0.003014147,-0.121027589,0.026940644,-0.144549727,0.030104756,-0.180186808,0.025231421,-0.134417832,0.01999408,-0.118791819,A
0,0,-0.041256845,-0.023724735,-0.083865166,-0.079177201,-0.117660046,-0.118981242,-0.143237293,-0.134907305,-0.059227526,-0.14526552,-0.056619287,-0.195570111,-0.04894495,-0.135529399,-0.051351905,-0.114737213,-0.030130804,-0.150262296,-0.027881324,-0.192293704,-0.023653448,-0.12527293,-0.030372262,-0.119615078,-0.003070116,-0.150215268,5.32E-05,-0.190315664,0.00126946,-0.12879467,-0.005349398,-0.118613422,0.022089183,-0.145863891,0.024473488,-0.184742868,0.022839963,-0.138940394,0.017448723,-0.120846331,A
0,0,-0.042319834,-0.021389902,-0.08550185,-0.075374722,-0.11894542,-0.114099205,-0.14385581,-0.128785372,-0.061779976,-0.141901314,-0.060238481,-0.191575944,-0.053067446,-0.130628705,-0.055062413,-0.112351477,-0.03218466,-0.147424221,-0.031368315,-0.18873781,-0.028047562,-0.120762765,-0.034011126,-0.119825006,-0.004981339,-0.149298728,-0.004042327,-0.188502729,-0.003707349,-0.125623941,-0.008544445,-0.119606197,0.02024442,-0.147873044,0.020524621,-0.183431685,0.018289626,-0.136465192,0.014998078,-0.12045908,A
0,0,-0.050961792,-0.042520046,-0.084482074,-0.133275688,-0.066780746,-0.197166741,-0.02918905,-0.199703991,-0.055725694,-0.242632508,-0.059103549,-0.33445102,-0.056478143,-0.393158287,-0.052161813,-0.445399463,-0.026889503,-0.25639236,-0.028831184,-0.36078763,-0.026823759,-0.425810099,-0.024282753,-0.483453512,0.00032866,-0.248514831,-0.000301242,-0.346691608,-0.000589371,-0.409933686,-0.001220465,-0.462926745,0.027949512,-0.223716855,0.028016508,-0.303224981,0.02498275,-0.356832206,0.021484911,-0.403677166,B
0,0,-0.0506863,-0.04065448,-0.084066153,-0.123168588,-0.067231655,-0.187437773,-0.031215429,-0.198284149,-0.058355749,-0.234392107,-0.061299801,-0.327099383,-0.058226764,-0.386403799,-0.053352177,-0.438863128,-0.029297173,-0.249002934,-0.03230828,-0.353089005,-0.030305684,-0.417699635,-0.027383685,-0.47476247,-0.001496673,-0.243056715,-0.003962874,-0.33997649,-0.004845917,-0.402236164,-0.005328834,-0.454071581,0.027224481,-0.220552564,0.024934411,-0.298453391,0.021217644,-0.350101978,0.017562151,-0.394754112,B
